School_ID,NAME_OF_SCHOOL,"Elementary, Middle, or High School",Street_Address,City,State,ZIP_Code,Phone_Number,Network_Manager,Collaborative_Name,Adequate_Yearly_Progress_Made_,Track_Schedule,CPS_Performance_Policy_Status,CPS_Performance_Policy_Level,HEALTHY_SCHOOL_CERTIFIED,Safety_Icon,SAFETY_SCORE,Environment_Icon,Environment_Score,Instruction_Icon,Instruction_Score,Leaders_Icon,AVERAGE_STUDENT_ATTENDANCE,Rate_of_Misconducts__per_100_students_,Average_Teacher_Attendance,Individualized_Education_Program_Compliance_Rate,X_COORDINATE,Y_COORDINATE,Latitude,Longitude,COMMUNITY_AREA_NUMBER,COMMUNITY_AREA_NAME,Ward,Police_District,Location
609808,Alex Haley Elementary Academy,ES,11411 S Eggleston Ave,Chicago,IL,60628,(773) 535-5340,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,28,Average,58,Strong,60,Weak,0.95,2.9,0.95,0.95,1175378.714,1829178.573,41.68663682,-87.63359476,49,ROSELAND,34,22,"(41.68663682, -87.63359476)"
610028,Alfred David Kohn Elementary School,ES,10414 S State St,Chicago,IL,60628,(773) 535-5489,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,19,Weak,22,Very Weak,13,Weak,0.90,31.2,0.94,0.96,1178053.498,1835837.822,41.70485072,-87.62360199,49,ROSELAND,34,5,"(41.70485072, -87.62360199)"
610098,Alfred Nobel Elementary School,ES,4127 W Hirsch St,Chicago,IL,60651,(773) 534-4365,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,37,Weak,37,Weak,35,Weak,0.95,24.8,0.95,1.00,1148503.002,1908960.619,41.90612797,-87.72993324,23,HUMBOLDT PARK,37,25,"(41.90612797, -87.72993324)"
609788,Alice L Barnard Computer Math & Science Center Elementary School,ES,10354 S Charles St,Chicago,IL,60643,(773) 535-2625,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Average,46,Weak,39,Average,58,Weak,0.96,28.5,0.95,1.00,1168627.899,1835867.534,41.70514024,-87.65811642,72,BEVERLY,19,22,"(41.70514024, -87.65811642)"
610334,Al Raby High School,HS,3545 W Fulton Blvd,Chicago,IL,60624,(773) 534-6755,West Side High School Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,52,Average,51,Average,53,Weak,0.80,14,0.95,1.00,1152512.295,1901720.85,41.886183,-87.71539705,27,EAST GARFIELD PARK,28,11,"(41.886183, -87.71539705)"
610131,Ambrose Plamondon Elementary School,ES,2642 W 15th Pl,Chicago,IL,60608,(773) 534-1789,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,45,Weak,32,Weak,28,Weak,0.97,0.6,0.97,1.00,1158816.302,1892329.996,41.86028668,-87.69250468,29,NORTH LAWNDALE,28,10,"(41.86028668, -87.69250468)"
610316,Amelia Earhart Options for Knowledge Elementary School,ES,1710 E 93rd St,Chicago,IL,60617,(773) 535-6416,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,Yes,Track_E,Not on Probation,Level 2,No,Very Strong,81,Strong,60,Strong,73,Weak,0.96,33.4,0.95,1.00,1189297.589,1843689.527,41.72613498,-87.58217727,48,CALUMET HEIGHTS,8,4,"(41.72613498, -87.58217727)"
609780,Ames Middle School,MS,1920 N Hamlin Ave,Chicago,IL,60647,(773) 534-4970,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Weak,38,Weak,27,Weak,35,Weak,0.94,5.3,0.96,1.00,1150696.779,1912593.823,41.91605519,-87.72177945,22,LOGAN SQUARE,26,25,"(41.91605519, -87.72177945)"
610339,Amos Alonzo Stagg Elementary School,ES,7424 S Morgan St,Chicago,IL,60621,(773) 535-3565,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,23,Weak,35,Average,42,Weak,0.91,34.3,0.96,1.00,1170892.32,1855485.867,41.75892669,-87.6492534,68,ENGLEWOOD,17,7,"(41.75892669, -87.6492534)"
610320,Ana Roque de Duprey Elementary School,ES,2620 W Hirsch St,Chicago,IL,60622,(773) 534-4230,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,Yes,Average,57,Very Weak,12,Very Weak,14,Weak,0.95,77.5,0.96,1.00,1158554.232,1909250.021,41.90672216,-87.69300325,24,WEST TOWN,26,14,"(41.90672216, -87.69300325)"
609837,Andrew Carnegie Elementary School,ES,1414 E 61st Pl,Chicago,IL,60637,(773) 535-0530,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,48,Weak,37,Strong,63,Weak,0.95,6.2,0.94,1.00,1186764.646,1864534.473,41.78339577,-87.59079649,42,WOODLAWN,20,3,"(41.78339577, -87.59079649)"
610060,Andrew Jackson Elementary Language Academy,ES,1340 W Harrison St,Chicago,IL,60607,(773) 534-7000,Fulton Elementary Network,WEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,86,Average,57,Average,46,Weak,0.97,0.7,0.96,1.00,1167364.912,1897512.032,41.87432724,-87.66097599,28,NEAR WEST SIDE,2,12,"(41.87432724, -87.66097599)"
609869,Anna R. Langford Community Academy,ES,6010 S Throop St,Chicago,IL,60636,(773) 535-9180,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,31,Average,54,Weak,32,Weak,0.92,29,0.95,1.00,1168649.029,1864844.463,41.78465652,-87.6572053,67,WEST ENGLEWOOD,16,7,"(41.78465652, -87.6572053)"
610084,Annie Keller Elementary Gifted Magnet School,ES,3020 W 108th St,Chicago,IL,60655,(773) 535-2636,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99,Very Strong,85,Very Strong,82,Weak,0.98,4.9,0.97,1.00,1157959.455,1832892.067,41.69719792,-87.6972638,74,MOUNT GREENWOOD,19,22,"(41.69719792, -87.6972638)"
610229,A.N. Pritzker School,ES,2009 W Schiller St,Chicago,IL,60622,(773) 534-4415,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,59,Average,58,Strong,61,Weak,0.95,36.5,0.96,0.99,1162693.096,1909391.648,41.907025,-87.67779555,24,WEST TOWN,1,14,"(41.907025, -87.67779555)"
610277,Anthony Overton Elementary School,ES,221 E 49th St,Chicago,IL,60615,(773) 535-1430,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,32,Strong,64,Strong,76,Weak,0.91,24.9,0.95,1.00,1178699.353,1872549.026,41.80557578,-87.62012252,38,GRAND BOULEVARD,3,2,"(41.80557578, -87.62012252)"
610161,Arna Wendell Bontemps Elementary School,ES,1241 W 58th St,Chicago,IL,60636,(773) 535-9175,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,33,Average,48,Average,59,Weak,0.94,31.2,0.96,1.00,1168872.421,1866273.444,41.78857298,-87.65634499,67,WEST ENGLEWOOD,16,7,"(41.78857298, -87.65634499)"
610171,Arnold Mireles Elementary Academy,ES,9000 S Exchange Ave,Chicago,IL,60617,(773) 535-6360,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,27,Average,43,Average,54,Weak,0.93,11.8,0.95,0.99,1197292.129,1845782.158,41.73168217,-87.55282373,46,SOUTH CHICAGO,10,4,"(41.73168217, -87.55282373)"
610037,Arthur A Libby Elementary School,ES,5300 S Loomis Blvd,Chicago,IL,60609,(773) 535-9050,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,36,Strong,60,Strong,60,Weak,0.91,21.6,0.95,1.00,1167858.322,1869572.502,41.79764784,-87.65996858,61,NEW CITY,16,9,"(41.79764784, -87.65996858)"
609887,Arthur Dixon Elementary School,ES,8306 S Saint Lawrence Ave,Chicago,IL,60619,(773) 535-3834,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,47,Average,47,Average,52,Weak,0.95,32.2,0.96,1.00,1181644.805,1850009.577,41.74365776,-87.61001515,44,CHATHAM,6,6,"(41.74365776, -87.61001515)"
609836,Arthur E Canty Elementary School,ES,3740 N Panama Ave,Chicago,IL,60634,(773) 534-1238,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,87,Strong,70,Strong,64,Weak,0.96,2.3,0.96,0.99,1121355.698,1924041.412,41.94799245,-87.8293319,17,DUNNING,36,16,"(41.94799245, -87.8293319)"
609941,Asa Philip Randolph Elementary School,ES,7316 S Hoyne Ave,Chicago,IL,60636,(773) 535-9015,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,15,Average,41,Average,48,Weak,0.92,43.5,0.95,0.96,1163589.689,1856037.765,41.76059741,-87.67600175,67,WEST ENGLEWOOD,17,7,"(41.76059741, -87.67600175)"
610287,Ashburn Community Elementary School,ES,8300 S Saint Louis Ave,Chicago,IL,60652,(773) 535-7860,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,48,Average,52,Average,40,Weak,0.96,28.5,0.97,1.00,1154458.76,1849313.602,41.74233179,-87.70964592,70,ASHBURN,18,8,"(41.74233179, -87.70964592)"
609820,Augustus H Burley Elementary School,ES,1630 W Barry Ave,Chicago,IL,60657,(773) 534-5475,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99,Strong,78,Strong,65,Weak,0.97,0.7,0.95,0.98,1164768.164,1920682.831,41.93796493,-87.66985204,6,LAKE VIEW,32,19,"(41.93796493, -87.66985204)"
400018,Austin Business and Entrepreneurship Academy High School,HS,231 N Pine Ave,Chicago,IL,60644,(773) 534-6316,West Side High School Network,WEST SIDE COLLABORATIVE,No,Non_Standard,Probation,Level 3,No,Weak,38,Average,41,Weak,33,Weak,0.76,12.4,0.00,0.98,1139494.763,1901274.258,41.88520477,-87.76321191,25,AUSTIN,28,15,"(41.88520477, -87.76321191)"
610169,Austin O Sexton Elementary School,ES,6020 S Langley Ave,Chicago,IL,60637,(773) 535-0640,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,23,Weak,38,Weak,34,Weak,0.91,8.6,0.94,1.00,1181884.66,1865139.761,41.78517099,-87.60866927,42,WOODLAWN,20,3,"(41.78517099, -87.60866927)"
610501,Austin Polytechnical Academy High School,HS,231 N Pine Ave,Chicago,IL,60644,(773) 534-6300,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Weak,38,Average,45,Average,53,Weak,0.70,21.5,0.95,0.99,1139494.763,1901274.258,41.88520477,-87.76321191,25,AUSTIN,28,15,"(41.88520477, -87.76321191)"
609786,Avalon Park Elementary School,ES,8045 S Kenwood Ave,Chicago,IL,60619,(773) 535-6615,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,32,Weak,38,Weak,32,Weak,0.92,52.1,0.96,0.98,1186651.081,1851731.65,41.74826636,-87.59161761,45,AVALON PARK,8,4,"(41.74826636, -87.59161761)"
609922,Belmont-Cragin Elementary School,ES,2456 N Mango Ave,Chicago,IL,60639,(773) 534-2900,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Strong,75,Strong,67,Strong,66,Weak,0.95,1.3,0.97,0.99,1137592.32,1915980.764,41.92559567,-87.76984337,19,BELMONT CRAGIN,30,25,"(41.92559567, -87.76984337)"
609764,Benito Juarez Community Academy High School,HS,2150 S Laflin St,Chicago,IL,60608,(773) 534-7030,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,46,Average,44,Average,45,Weak,0.84,17.2,0.96,1.00,1166665.696,1889615.348,41.85267306,-87.66376931,31,LOWER WEST SIDE,25,12,"(41.85267306, -87.66376931)"
610265,Benjamin Banneker Elementary School,ES,6656 S Normal Blvd,Chicago,IL,60621,(773) 535-3020,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,36,Weak,35,Average,58,Weak,0.91,26.9,0.94,1.00,1174114.357,1860550.724,41.77275433,-87.63729464,68,ENGLEWOOD,6,7,"(41.77275433, -87.63729464)"
610290,Benjamin E Mays Elementary Academy,ES,838 W Marquette Rd,Chicago,IL,60621,(773) 535-3892,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,27,Average,55,Average,48,Weak,0.96,0.3,0.97,1.00,1171705.53,1860460.828,41.77256081,-87.64612737,68,ENGLEWOOD,16,7,"(41.77256081, -87.64612737)"
610076,Bernhard Moos Elementary School,ES,1711 N California Ave,Chicago,IL,60647,(773) 534-4340,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,50,Average,47,Weak,32,Weak,0.93,45.5,0.96,0.99,1157476.303,1911358.897,41.9125311,-87.69690545,24,WEST TOWN,1,14,"(41.9125311, -87.69690545)"
610150,Betsy Ross Elementary School,ES,6059 S Wabash Ave,Chicago,IL,60637,(773) 535-0650,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,39,Average,51,Average,50,Weak,0.89,64.1,0.94,0.98,1177801.979,1864618.42,41.78383382,-87.62365383,40,WASHINGTON PARK,20,3,"(41.78383382, -87.62365383)"
610175,Beulah Shoesmith Elementary School,ES,1330 E 50th St,Chicago,IL,60615,(773) 535-1764,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Average,45,Average,40,Weak,39,Weak,0.95,0.3,0.95,1.00,1185846.553,1872152.239,41.80432122,-87.59392226,39,KENWOOD,4,2,"(41.80432122, -87.59392226)"
609969,Bret Harte Elementary School,ES,1556 E 56th St,Chicago,IL,60637,(773) 535-0870,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,Yes,Standard,Probation,Level 3,No,Strong,63,Strong,77,Strong,76,Weak,0.94,17.9,0.95,0.99,1187805.484,1868216.424,41.7934746,-87.58686328,41,HYDE PARK,5,2,"(41.7934746, -87.58686328)"
610106,Brian Piccolo Elementary Specialty School,ES,1040 N Keeler Ave,Chicago,IL,60651,(773) 534-4425,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,27,Weak,29,Weak,31,Weak,0.91,65.8,0.95,0.93,1148146.922,1906778.22,41.9001461,-87.73129753,23,HUMBOLDT PARK,37,11,"(41.9001461, -87.73129753)"
610317,Brighton Park Elementary School,ES,3825 S Washtenaw Ave,Chicago,IL,60632,(773) 535-7237,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,55,Average,49,Average,43,Weak,0.96,2.6,0.96,1.00,1159041.661,1879076.777,41.82391375,-87.69204069,58,BRIGHTON PARK,12,9,"(41.82391375, -87.69204069)"
610381,Bronzeville Scholastic Academy High School,HS,4934 S Wabash Ave,Chicago,IL,60615,(773) 535-1150,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,41,Average,42,Average,43,Weak,0.92,16.2,0.96,0.98,1177513.255,1872170.444,41.80456384,-87.62448408,38,GRAND BOULEVARD,3,2,"(41.80456384, -87.62448408)"
609821,Burnham Elementary Inclusive Academy,ES,1903 E 96th St,Chicago,IL,60617,(773) 535-6530,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,61,Very Strong,85,Very Strong,99,Weak,0.96,29.4,0.97,0.96,1190566.496,1841647.953,41.72050221,-87.57759489,51,SOUTH DEERING,7,4,"(41.72050221, -87.57759489)"
609827,Burnside Elementary Scholastic Academy,ES,650 E 91st Pl,Chicago,IL,60619,(773) 535-3300,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Average,51,Average,58,Strong,70,Weak,0.95,8.9,0.95,1.00,1182385.651,1844494.844,41.72850759,-87.60747108,44,CHATHAM,6,6,"(41.72850759, -87.60747108)"
610353,Calmeca Academy of Fine Arts and Dual Language,ES,3456 W 38th St,Chicago,IL,60632,(773) 535-7000,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,Yes,Average,58,Average,59,Strong,72,Weak,0.97,1.9,0.97,1.00,1153706.842,1879216.756,41.82440547,-87.71160875,58,BRIGHTON PARK,12,9,"(41.82440547, -87.71160875)"
609729,Carl Schurz High School,HS,3601 N Milwaukee Ave,Chicago,IL,60641,(773) 534-3420,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,48,Weak,36,Weak,29,Weak,0.81,13.8,0.96,0.99,1146851.198,1923627.843,41.94640794,-87.73562542,16,IRVING PARK,38,17,"(41.94640794, -87.73562542)"
610039,Carl von Linne Elementary School,ES,3221 N Sacramento Ave,Chicago,IL,60618,(773) 534-5262,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,68,Strong,66,Strong,75,Weak,0.96,1.8,0.96,1.00,1155853.119,1921364.031,41.94001885,-87.70259825,21,AVONDALE,33,17,"(41.94001885, -87.70259825)"
610238,Carrie Jacobs Bond Elementary School,ES,7050 S May St,Chicago,IL,60621,(773) 535-3480,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,54,Strong,67,Strong,63,Weak,0.92,18.8,0.94,0.97,1169836.444,1857831.503,41.76538639,-87.65305514,68,ENGLEWOOD,17,7,"(41.76538639, -87.65305514)"
609839,Carroll-Rosenwald Specialty Elementary School,ES,2929 W 83rd St,Chicago,IL,60652,(773) 535-9414,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,35,Very Weak,12,Very Weak,12,Weak,0.95,27.8,0.96,1.00,1158181.605,1849398.28,41.74248931,-87.696003,70,ASHBURN,18,8,"(41.74248931, -87.696003)"
610345,Carter G Woodson South Elementary School,ES,4414 S Evans,Chicago,IL,60653,(773) 535-1280,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,26,Very Weak,2,Very Weak,1,Weak,0.92,70.5,0.95,0.98,1181853.018,1875820.129,41.81447955,-87.60845505,38,GRAND BOULEVARD,3,2,"(41.81447955, -87.60845505)"
610148,Cesar E Chavez Multicultural Academic Center Elementary School,ES,4747 S Marshfield Ave,Chicago,IL,60609,(773) 535-4600,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Average,54,Strong,63,Average,52,Weak,0.95,11.1,0.96,1.00,1166186.662,1873024.079,41.80715514,-87.66600055,61,NEW CITY,20,9,"(41.80715514, -87.66600055)"
609679,Charles Allen Prosser Career Academy High School,HS,2148 N Long Ave,Chicago,IL,60639,(773) 534-3200,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,59,Average,53,Average,51,Weak,0.86,9.7,0.94,0.99,1139989.443,1913970.649,41.92003613,-87.76108432,19,BELMONT CRAGIN,37,25,"(41.92003613, -87.76108432)"
610005,Charles Evans Hughes Elementary School,ES,4247 W 15th St,Chicago,IL,60623,(773) 534-1762,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,42,Very Strong,82,Strong,72,Weak,0.94,0,0.95,1.00,1148118.259,1892326.805,41.86049033,-87.73177486,29,NORTH LAWNDALE,24,10,"(41.86049033, -87.73177486)"
609879,Charles Gates Dawes Elementary School,ES,3810 W 81st Pl,Chicago,IL,60652,(773) 535-2350,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,44,Weak,27,Weak,30,Weak,0.96,35.6,0.96,1.00,1152339.16,1850308.795,41.74510467,-87.71738613,70,ASHBURN,18,8,"(41.74510467, -87.71738613)"
609966,Charles G Hammond Elementary School,ES,2819 W 21st Pl,Chicago,IL,60623,(773) 535-4580,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,40,Average,41,Average,43,Weak,0.95,8.5,0.95,0.92,1157809.015,1889554.623,41.85269133,-87.69627777,30,SOUTH LAWNDALE,12,10,"(41.85269133, -87.69627777)"
610366,Charles H Wacker Elementary School,ES,9746 S Morgan St,Chicago,IL,60643,(773) 535-2821,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Weak,32,Weak,34,Weak,32,Weak,0.93,11.5,0.93,1.00,1171336.009,1839924.624,41.7162148,-87.6480814,73,WASHINGTON HEIGHTS,21,22,"(41.7162148, -87.6480814)"
610030,Charles Kozminski Elementary Community Academy,ES,936 E 54th St,Chicago,IL,60615,(773) 535-0980,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,36,Weak,35,Average,40,Weak,0.92,55.6,0.94,1.00,1183537.482,1869839.651,41.7980295,-87.60246287,41,HYDE PARK,4,2,"(41.7980295, -87.60246287)"
